id,firstname,lastname,skills,endorsements,volunteer_experience,num_connections,location,causes_supported,industry,summary
197,kendra,sherawat,"Food Pricing, Monthly Closes, Ordering","25, 44, 31",3,120,location,"cause1,cause2",industry,summary
198,dave,walia,"Brake Repair, Organization, Problem Analysis","32, 24, 33",9,465,location,"cause1,cause2",industry,summary
199,rohit,kapoor,"Technical, Managing Full Application Stacks, Accounting Processes","35, 40, 11",5,415,location,"cause1,cause2",industry,summary
200,rohit,gandhi,"Commitment to Quality, Crystal Reports, Production Coordinator","28, 25, 40",2,13,location,"cause1,cause2",industry,summary
201,priya,rai,"Oracle, Balance Allocation, Complaints, Account Analysis, Collaboration","16, 21, 26, 8, 25",1,290,location,"cause1,cause2",industry,summary
202,sid,walia,"Hair Coloring, Responsibility, Accounting Software, IT Knowledge, Responsibility","47, 40, 22, 43, 18",3,463,location,"cause1,cause2",industry,summary
203,nishant,singh,"Balance Allocation, Agile Development, Benchmarking, Annual Reports","23, 26, 16, 37",3,84,location,"cause1,cause2",industry,summary
204,himani,nagpal,"HTML, Industrial Control Systems, Media, Business Acumen, Principal Concept Knowledge","44, 30, 46, 9, 18",8,265,location,"cause1,cause2",industry,summary
205,abhijeet,bhatnagar,"Diplomacy, Assertiveness, Accounts Payable, Prioritizing, Tax Analysis","4, 31, 11, 34, 35",10,67,location,"cause1,cause2",industry,summary
206,dave,sherawat,"Tax Liabilities, D3.js, Technology","3, 13, 1",5,189,location,"cause1,cause2",industry,summary
207,lisa,sherawat,"Google Cloud, Proposals, Tax Filing, Hair Design, Questioning Others","24, 2, 14, 8, 9",5,480,location,"cause1,cause2",industry,summary
208,priya,mehrotra,"Generating Content for Social Media Outlets, Big Data, Verifying Transactions, Federal Tax Law","37, 39, 6, 5",10,451,location,"cause1,cause2",industry,summary
209,chad,ann,"Analytical, Food Pricing, Product Knowledge, Evaluating Processes","3, 13, 43, 28",3,303,location,"cause1,cause2",industry,summary
210,akshay,bhatnagar,"Content Programming, Content Management, Problem Solving","33, 37, 44",5,58,location,"cause1,cause2",industry,summary
211,himani,wartney,"Regulating Rules, Communication, Problem Analysis, Retail Buyer, Data Visualization Tools","20, 29, 50, 35, 1",5,473,location,"cause1,cause2",industry,summary
212,adam,parker,"Attention to Detail, Hadoop, Debt Management","19, 6, 22",7,451,location,"cause1,cause2",industry,summary
213,chad,sherawat,"Ordering, Analytical, Credit Management, Numerical Analysis, AWS","25, 29, 41, 46, 43",2,49,location,"cause1,cause2",industry,summary
214,adam,sherawat,"Oral Communication, Production Coordinator, Flexibility","18, 44, 12",3,340,location,"cause1,cause2",industry,summary
215,lisa,roy,"Customer Service, Retail Fashion Recruiter, Accounting Software, Negotiation","45, 13, 37, 44",9,92,location,"cause1,cause2",industry,summary
216,ashima,dangelo,"Production Sourcing Director, Crystal Reports, Scalp Treatment, Decision Trees","35, 10, 3, 13",4,497,location,"cause1,cause2",industry,summary
217,dave,mehrotra,"Attention to Detail, Metrics, Corporate Tax","20, 33, 25",5,319,location,"cause1,cause2",industry,summary
218,abhishek,bhatnagar,"Tax Returns, Time Efficient, Mathematics","42, 5, 23",10,281,location,"cause1,cause2",industry,summary
219,simar,bhatnagar,"Menu Planning, Oracle, Problem Solving","13, 45, 25",7,379,location,"cause1,cause2",industry,summary
220,akshay,parker,"Hair Lightening, Analytical, Content Promotion","11, 5, 33",8,191,location,"cause1,cause2",industry,summary
221,sid,roy,"Detail Oriented, Catering, Receptionist, Budgeting, Payroll","31, 21, 4, 31, 36",4,286,location,"cause1,cause2",industry,summary
222,ashima,mehrotra,"Appointment Scheduling, Proofreading, Customer Service, Stocking","10, 48, 42, 20",4,396,location,"cause1,cause2",industry,summary
223,adam,wartney,"Associate Designer, Recommendations, Logical Thinking","50, 50, 12",8,421,location,"cause1,cause2",industry,summary
224,abhijeet,dangelo,"Mobile, Drawing Consensus, Personal Shopper, Planning Strategy for Websites and Social Media","13, 14, 22, 28",8,192,location,"cause1,cause2",industry,summary
225,varun,nagpal,"Graphic Artist, Production Coordinator, Financial Statements, Financial Reporting, Reporting","9, 10, 17, 50, 32",9,424,location,"cause1,cause2",industry,summary
226,rohit,kapoor,"Analysis, Cloud Systems Administration, Cash Drawer Maintenance, Google Cloud","28, 28, 21, 32",10,84,location,"cause1,cause2",industry,summary
227,adam,singh,"Dedication, Coding, Decision Making","46, 14, 1",2,392,location,"cause1,cause2",industry,summary
228,tiffany,dangelo,"Updating Files, Recordkeeping, Innovation","49, 3, 7",7,454,location,"cause1,cause2",industry,summary
229,ashima,walia,"Hiring, Organization, Interpersonal","11, 42, 48",1,227,location,"cause1,cause2",industry,summary
230,himani,sherawat,"Decision Making, Bank Reconciliations, Rebuild Parts, Attention to Detail","26, 29, 11, 38",6,329,location,"cause1,cause2",industry,summary
231,kendra,arora,"Deployment Automation Tools, Negotiation, Accounting Information Systems, Journal Entry Preparation/Posting, Associate Designer","9, 18, 21, 13, 3",3,101,location,"cause1,cause2",industry,summary
232,abhishek,singh,"Map Reading, Microsoft Office, Establishing Procedures, Establishing Procedures","37, 34, 39, 45",1,307,location,"cause1,cause2",industry,summary
233,sid,singh,"Usability, Collaboration, Customer Service","27, 30, 50",2,73,location,"cause1,cause2",industry,summary
234,simar,sherawat,"Brake Resurfacing, Photoshop, Hair Lightening, Service, Bank Reconciliations","17, 45, 32, 18, 48",4,239,location,"cause1,cause2",industry,summary
235,lisa,mehrotra,"Oracle, Direction, Tax Compliance, Business Acumen","41, 48, 18, 15",10,222,location,"cause1,cause2",industry,summary
236,mia,bhatnagar,"Operations, Perform routine and schedule maintenance, Service Writing, Public Speaking, Publications","36, 35, 41, 15, 39",3,34,location,"cause1,cause2",industry,summary
237,adam,mehrotra,"Communication, Photography, Certified Public Accountant (CPA)","22, 47, 4",2,408,location,"cause1,cause2",industry,summary
238,himani,arora,"Styling, Product Planner, Attention to Detail, Drafting","4, 32, 9, 46",5,83,location,"cause1,cause2",industry,summary
239,rohit,gandhi,"Presenting Proposals to Colleagues, Questioning Others, Big Data","48, 19, 38",2,368,location,"cause1,cause2",industry,summary
240,priya,kapoor,"Cloud Applications, iOS, Tax Filing","18, 47, 41",8,173,location,"cause1,cause2",industry,summary
241,tiffany,dangelo,"Research and Development Manager, Flexibility, Cloud Based Development","30, 8, 23",9,233,location,"cause1,cause2",industry,summary
242,himani,ann,"Problem Solving, Mathematical, Attention to Detail, Detail Orientation, Accounting Software","27, 19, 49, 5, 19",3,362,location,"cause1,cause2",industry,summary
243,lisa,roy,"Microsoft Office, Catering, Computer, Deposits, Diesel Engine Repair","50, 19, 25, 47, 23",1,379,location,"cause1,cause2",industry,summary
244,tiffany,ann,"Mobile, Tax Compliance, Withdrawals, Diagnostic Abilities","39, 35, 42, 15",2,321,location,"cause1,cause2",industry,summary
245,priya,parker,"Analysis, Entertainment, ADP, Directing Customers, PowerPoint","9, 48, 25, 36, 34",9,299,location,"cause1,cause2",industry,summary
246,priya,sherawat,"Heat Control, Identifying Theme, Tax Reporting, Principal Concept Knowledge, Public Speaking","26, 38, 12, 44, 23",10,95,location,"cause1,cause2",industry,summary
247,mia,bhatnagar,"IT Knowledge, Formatting, Collaboration, Production Assistant","25, 10, 46, 1",2,345,location,"cause1,cause2",industry,summary
248,simar,wartney,"Industrial Control Systems, Grammar, Reporting","19, 28, 42",3,333,location,"cause1,cause2",industry,summary
249,nishant,walia,"Content Programming, Computer, Diagnostic Abilities, Organization","44, 33, 9, 12",1,486,location,"cause1,cause2",industry,summary
250,dave,arora,"Caring, Health and Safety, Flexibility","49, 20, 33",4,207,location,"cause1,cause2",industry,summary
251,lisa,walia,"Deposits, Reading Volumes, Receptionist","33, 24, 50",2,97,location,"cause1,cause2",industry,summary
252,nishant,walia,"Heat Control, Test Building Materials, Customer Care, Networking","15, 36, 34, 19",4,346,location,"cause1,cause2",industry,summary
253,mia,mehrotra,"Payroll Liabilities, Rehabilitating Others, Bill Payment","13, 21, 46",9,352,location,"cause1,cause2",industry,summary
254,nishant,gandhi,"Mathematics, Checking Account Deposit, Graphic Artist","7, 47, 44",8,294,location,"cause1,cause2",industry,summary
255,akshay,roy,"Depersonalization, Events Manager, Journal Entry Preparation/Posting, Verifications, Publications","29, 36, 44, 42, 12",4,241,location,"cause1,cause2",industry,summary
256,adam,mehrotra,"ECL, Peachtree, Code Management and Promotion Tools, iOS","27, 42, 29, 27",3,310,location,"cause1,cause2",industry,summary
257,kendra,sherawat,"Empathy, Data Imports, Mobile, Problem Solving, Remembering Facts","7, 48, 25, 17, 48",1,390,location,"cause1,cause2",industry,summary
258,tiffany,sherawat,"Financial Report Auditing, Hosting Virtualization Platforms, Income Tax, MS Word, Design","31, 24, 5, 37, 2",9,176,location,"cause1,cause2",industry,summary
259,tiffany,sherawat,"Hygiene, Food Science, Customer Care, Personal Tax","11, 48, 13, 25",9,307,location,"cause1,cause2",industry,summary
260,abhijeet,bhatnagar,"Depersonalization, Mock Ups, Events Manager, Balance Sheets, Training","38, 43, 14, 39, 26",3,454,location,"cause1,cause2",industry,summary
261,rahul,sherawat,"Evaluating Emerging Digital Technology Tools, Image Management, Big Data","38, 18, 43",9,429,location,"cause1,cause2",industry,summary
262,mark,arora,"Google Cloud, Motivation, Interpersonal, ADP","19, 14, 23, 24",9,165,location,"cause1,cause2",industry,summary
263,abhishek,kapoor,"Bedding Designer, Curated Merchant, Innovation, Detail Orientation, Technology","11, 46, 28, 6, 45",2,114,location,"cause1,cause2",industry,summary
264,rohit,gandhi,"Interpersonal, Motivation, Baking Techniques, Courtesy, Entertainment","7, 46, 23, 34, 7",6,342,location,"cause1,cause2",industry,summary
265,mark,parker,"Checking Account Deposit, Poise, Decision Trees, Handling Criticism Calmly, Conditioning Hair","43, 16, 48, 42, 11",4,61,location,"cause1,cause2",industry,summary
266,varun,rai,"Service Writing, Operations, Brake Repair, Python","45, 2, 34, 18",1,290,location,"cause1,cause2",industry,summary
267,sid,bhatnagar,"Photography, Baking, C++, Investigation, Hair Highlighting","45, 13, 33, 48, 11",3,380,location,"cause1,cause2",industry,summary
268,ashima,parker,"Monthly Closes, DevOps, ADP, Editing , Aging Reports","23, 49, 13, 26, 42",5,180,location,"cause1,cause2",industry,summary
269,ashima,bhatnagar,"Microsoft Office, Physics, Flexibility, Mathematical","50, 30, 39, 18",9,129,location,"cause1,cause2",industry,summary
270,mark,wartney,"Prediction, Prioritizing, Troubleshooting Abilities","40, 3, 31",5,418,location,"cause1,cause2",industry,summary
271,sid,rai,"Grammar, Analysis, Banquet, Detail Oriented","27, 29, 5, 48",5,18,location,"cause1,cause2",industry,summary
272,himani,singh,"Copy writing, Attending Classes, Directing Customers","3, 7, 47",4,269,location,"cause1,cause2",industry,summary
273,abhishek,singh,"Map Reading, Multitasking, Brake Resurfacing","28, 21, 25",1,415,location,"cause1,cause2",industry,summary
274,mark,arora,"Recordkeeping, Troubleshooting Abilities, Techniques, Ordering Supplies, Journalist Ethics","43, 27, 16, 36, 49",3,150,location,"cause1,cause2",industry,summary
275,tiffany,sherawat,"Ingredient Selection, Financial Reporting, Hiring, Empathy","40, 22, 48, 24",2,256,location,"cause1,cause2",industry,summary
276,akshay,dangelo,"Flexibility, Pastry, Remembering Facts, Graphic Artist","10, 46, 43, 18",9,110,location,"cause1,cause2",industry,summary
277,priya,ann,"Formatting, Verbal Communication, Proofreading, Research and Development Manager, Interpersonal Skills","21, 48, 33, 36, 36",5,420,location,"cause1,cause2",industry,summary
278,mark,mehrotra,"Scalp Treatment, Programming Web Pages, Map Reading, Auto Body Repair, Tax Compliance","8, 15, 4, 33, 39",10,305,location,"cause1,cause2",industry,summary
279,rahul,singh,"Manual Dexterity, Big Data, Application and Server Monitoring Tools","43, 30, 27",3,491,location,"cause1,cause2",industry,summary
280,tiffany,nagpal,"Data Science Tools, Recommendations, Active Listening, Buyer, Map Reading","13, 1, 35, 31, 43",5,415,location,"cause1,cause2",industry,summary
281,mark,bhatnagar,"cloud, MS Excel, HTML, Recordkeeping, Drawing Consensus","3, 10, 42, 39, 19",7,266,location,"cause1,cause2",industry,summary
282,rahul,roy,"Tax Law, Creative, Recordkeeping, HTML, MS Word","22, 36, 36, 15, 35",1,213,location,"cause1,cause2",industry,summary
283,rohit,rai,"Editing , Information Architecture, Verifying Transactions","7, 8, 1",10,346,location,"cause1,cause2",industry,summary
284,abhijeet,rai,"Job Cost Reports, Planning Assistant, Business Awareness","28, 14, 3",9,106,location,"cause1,cause2",industry,summary
285,lisa,singh,"Jquery, Cloud Based Visualizations, Decision Trees, Content Management, Electrical Schematics","21, 49, 24, 35, 32",2,373,location,"cause1,cause2",industry,summary
286,priya,dangelo,"Planner, Logical Thinking, Planning","35, 28, 24",7,499,location,"cause1,cause2",industry,summary
287,akshay,kapoor,"Operations, Prepare Designs and Estimates, Analytical, Java","26, 20, 31, 3",10,276,location,"cause1,cause2",industry,summary
288,varun,ann,"Physics, Remembering Facts, Java","37, 45, 48",6,154,location,"cause1,cause2",industry,summary
289,rohit,roy,"Customer Service, Team Building, Pitching Story Possibilities to Editors","44, 31, 14",6,458,location,"cause1,cause2",industry,summary
290,akshay,dangelo,"Customer Service, Updating Files, Accounts Payable, Budgets, Management","14, 30, 36, 39, 43",9,346,location,"cause1,cause2",industry,summary
291,lisa,walia,"Analysis, Boutique Assistant, Concepts","36, 3, 3",9,92,location,"cause1,cause2",industry,summary
292,mark,nagpal,"Aging Reports, Communication, Skin Care, Teaching","26, 22, 44, 28",8,337,location,"cause1,cause2",industry,summary
293,adam,bhatnagar,"Questioning Others, Editing, Rebuild Parts, People Oriented","22, 46, 34, 40",5,16,location,"cause1,cause2",industry,summary
294,simar,kapoor,"Tax Software, Accounting Software, Business Sense","2, 42, 6",3,320,location,"cause1,cause2",industry,summary
295,abhishek,bhatnagar,"Commitment to Quality, Prediction, Tax Reporting, Scheduling","40, 46, 10, 12",4,152,location,"cause1,cause2",industry,summary
296,adam,bhatnagar,"Prioritizing, Communications, Tax Software","17, 12, 46",1,61,location,"cause1,cause2",industry,summary
297,rohit,mehrotra,"Journal Entry Preparation/Posting, matlab, Cooking","3, 41, 4",2,320,location,"cause1,cause2",industry,summary
298,chad,nagpal,"First Aid, Temperature Control, Financial Service Recognition","10, 11, 35",5,392,location,"cause1,cause2",industry,summary
299,simar,parker,"Organizational, Attentiveness, Customer Relations","38, 41, 15",10,169,location,"cause1,cause2",industry,summary
300,abhishek,mehrotra,"Food Preparation, Cloud Based Visualizations, Explaining Scope of Work to Stakeholders","32, 37, 25",2,266,location,"cause1,cause2",industry,summary
301,ashima,ann,"Automated Deployment, Microsoft Office, Reasoning, DevOps","16, 20, 1, 2",7,311,location,"cause1,cause2",industry,summary
302,ashima,ann,"Accounting Processes, Interpersonal Skills, Regulating Rules, PowerPoint","42, 20, 1, 32",8,451,location,"cause1,cause2",industry,summary
303,ashima,wartney,"Forecasting, public speaking, Deposits, Peachtree","40, 27, 13, 44",10,319,location,"cause1,cause2",industry,summary
